Generation,MaxFitness,BestObjectiveValue_f
0,0.00000,623797.9188947212
1,0.00000,623797.9188947212
2,0.00000,623796.6508448375
3,0.00000,410258.6063155379
4,0.00000,409239.5427700705
5,0.00000,409239.5427700705
6,0.00000,409239.5427700705
7,0.00000,409239.5427700705
8,0.00000,409239.5427700705
9,0.00000,409239.0832757241
10,0.00000,409239.0832757241
